# Team 0: AllInAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
579,River,1,22495,-22495,CHECK,0,"['9h', '6h']","['As', '4s']","['8s', '2s', '2h', '9d', 'Ad']",,4h,100,100
579,River,0,22495,-22495,CHECK,0,"['9h', '6h']","['As', '4s']","['8s', '2s', '2h', '9d', 'Ad']",,4h,100,100
580,Pre-Flop,0,22395,-22395,RAISE,98,"['8d', '3s']","['6s', '4h']","['3d', '2h']",,,1,1
580,Pre-Flop,1,22395,-22395,DISCARD,0,"['8d', '3s']","['6s', '4h']","['3d', '2h']",,,2,2
580,Pre-Flop,1,22395,-22395,FOLD,0,"['8d', '3s']","['8h', '4h']","['3d', '2h']",,6s,2,2
581,Pre-Flop,1,22397,-22397,CALL,0,"['5d', '7s']","['9d', '3s']","['5s', '2s']",,,1,1
581,Pre-Flop,0,22397,-22397,RAISE,98,"['5d', '7s']","['9d', '3s']","['5s', '2s']",,,2,2
581,Pre-Flop,1,22397,-22397,FOLD,0,"['5d', '7s']","['9d', '3s']","['5s', '2s']",,,2,2
582,Pre-Flop,0,22399,-22399,RAISE,98,"['6d', '2h']","['3s', '6h']","['4d', '7s']",,,1,1
582,Pre-Flop,1,22399,-22399,FOLD,0,"['6d', '2h']","['3s', '6h']","['4d', '7s']",,,2,2
583,Pre-Flop,1,22401,-22401,DISCARD,0,"['As', '7d']","['5d', '9h']","['9d', '5h']",,,1,1
583,Pre-Flop,1,22401,-22401,FOLD,0,"['As', '7d']","['5d', '3s']","['9d', '5h']",,9h,1,1
584,Pre-Flop,0,22402,-22402,RAISE,98,"['4s', 'As']","['4d', '5s']","['8d', '8s']",,,1,1
584,Pre-Flop,1,22402,-22402,FOLD,0,"['4s', 'As']","['4d', '5s']","['8d', '8s']",,,2,2
585,Pre-Flop,1,22404,-22404,RAISE,56,"['2h', '9d']","['7d', '5s']","['8d', '7s']",,,1,1
585,Pre-Flop,0,22404,-22404,RAISE,42,"['2h', '9d']","['7d', '5s']","['8d', '7s']",,,2,2
585,Pre-Flop,1,22404,-22404,FOLD,0,"['2h', '9d']","['7d', '5s']","['8d', '7s']",,,58,58
586,Pre-Flop,0,22462,-22462,RAISE,98,"['3d', '4s']","['5s', '6h']","['4d', '5h']",,,1,1
586,Pre-Flop,1,22462,-22462,CALL,0,"['3d', '4s']","['5s', '6h']","['4d', '5h']",,,2,2
586,Flop,0,22462,-22462,CHECK,0,"['3d', '4s']","['5s', '6h']","['4d', '5h', '3s']",,,100,100
586,Flop,1,22462,-22462,DISCARD,0,"['3d', '4s']","['5s', '6h']","['4d', '5h', '3s']",,,100,100
586,Flop,1,22462,-22462,FOLD,0,"['3d', '4s']","['5s', '2s']","['4d', '5h', '3s']",,6h,100,100
587,Pre-Flop,1,22562,-22562,CALL,0,"['7s', '8h']","['2d', '4s']","['2h', 'As']",,,1,1
587,Pre-Flop,0,22562,-22562,RAISE,98,"['7s', '8h']","['2d', '4s']","['2h', 'As']",,,2,2
587,Pre-Flop,1,22562,-22562,CALL,0,"['7s', '8h']","['2d', '4s']","['2h', 'As']",,,2,2
587,Pre-Flop,0,22562,-22562,CHECK,0,"['7s', '8h']","['2d', '4s']","['2h', 'As']",,,100,100
587,Flop,1,22562,-22562,CHECK,0,"['7s', '8h']","['2d', '4s']","['2h', 'As', '9d']",,,100,100
587,Flop,0,22562,-22562,CHECK,0,"['7s', '8h']","['2d', '4s']","['2h', 'As', '9d']",,,100,100
587,Turn,1,22562,-22562,CHECK,0,"['7s', '8h']","['2d', '4s']","['2h', 'As', '9d', '8d']",,,100,100
587,Turn,0,22562,-22562,CHECK,0,"['7s', '8h']","['2d', '4s']","['2h', 'As', '9d', '8d']",,,100,100
587,River,1,22562,-22562,FOLD,0,"['7s', '8h']","['2d', '4s']","['2h', 'As', '9d', '8d', '9h']",,,100,100
588,Pre-Flop,0,22662,-22662,RAISE,98,"['Ah', '6d']","['3h', 'As']","['2d', '3d']",,,1,1
588,Pre-Flop,1,22662,-22662,CALL,0,"['Ah', '6d']","['3h', 'As']","['2d', '3d']",,,2,2
588,Flop,0,22662,-22662,CHECK,0,"['Ah', '6d']","['3h', 'As']","['2d', '3d', '8d']",,,100,100
588,Flop,1,22662,-22662,FOLD,0,"['Ah', '6d']","['3h', 'As']","['2d', '3d', '8d']",,,100,100
589,Pre-Flop,1,22762,-22762,RAISE,82,"['Ad', '4s']","['Ah', '7d']","['8s', '5h']",,,1,1
589,Pre-Flop,0,22762,-22762,RAISE,16,"['Ad', '4s']","['Ah', '7d']","['8s', '5h']",,,2,2
589,Pre-Flop,1,22762,-22762,FOLD,0,"['Ad', '4s']","['Ah', '7d']","['8s', '5h']",,,84,84
590,Pre-Flop,0,22846,-22846,RAISE,98,"['7h', '2d']","['5h', '7d']","['8s', '6d']",,,1,1
590,Pre-Flop,1,22846,-22846,CALL,0,"['7h', '2d']","['5h', '7d']","['8s', '6d']",,,2,2
590,Flop,0,22846,-22846,CHECK,0,"['7h', '2d']","['5h', '7d']","['8s', '6d', '9s']",,,100,100
590,Flop,1,22846,-22846,DISCARD,0,"['7h', '2d']","['5h', '7d']","['8s', '6d', '9s']",,,100,100
590,Flop,1,22846,-22846,FOLD,0,"['7h', '2d']","['4s', '7d']","['8s', '6d', '9s']",,5h,100,100
591,Pre-Flop,1,22946,-22946,DISCARD,0,"['3s', '6d']","['2s', '5h']","['5s', '3d']",,,1,1
591,Pre-Flop,1,22946,-22946,CALL,0,"['3s', '6d']","['2s', '9d']","['5s', '3d']",,5h,1,1
591,Pre-Flop,0,22946,-22946,RAISE,98,"['3s', '6d']","['2s', '9d']","['5s', '3d']",,5h,2,2
591,Pre-Flop,1,22946,-22946,CALL,0,"['3s', '6d']","['2s', '9d']","['5s', '3d']",,5h,2,2
591,Pre-Flop,0,22946,-22946,CHECK,0,"['3s', '6d']","['2s', '9d']","['5s', '3d']",,5h,100,100
591,Flop,1,22946,-22946,CHECK,0,"['3s', '6d']","['2s', '9d']","['5s', '3d', 'As']",,5h,100,100
591,Flop,0,22946,-22946,CHECK,0,"['3s', '6d']","['2s', '9d']","['5s', '3d', 'As']",,5h,100,100
591,Turn,1,22946,-22946,FOLD,0,"['3s', '6d']","['2s', '9d']","['5s', '3d', 'As', '4d']",,5h,100,100
592,Pre-Flop,0,23046,-23046,RAISE,98,"['9h', '8s']","['7h', '7d']","['Ah', '4h']",,,1,1
592,Pre-Flop,1,23046,-23046,FOLD,0,"['9h', '8s']","['7h', '7d']","['Ah', '4h']",,,2,2
593,Pre-Flop,1,23048,-23048,DISCARD,0,"['2h', 'As']","['4h', 'Ah']","['8s', '9h']",,,1,1
593,Pre-Flop,1,23048,-23048,FOLD,0,"['2h', 'As']","['3h', 'Ah']","['8s', '9h']",,4h,1,1
594,Pre-Flop,0,23049,-23049,RAISE,98,"['8s', '7s']","['2d', '9d']","['8h', '3d']",,,1,1
594,Pre-Flop,1,23049,-23049,CALL,0,"['8s', '7s']","['2d', '9d']","['8h', '3d']",,,2,2
594,Flop,0,23049,-23049,CHECK,0,"['8s', '7s']","['2d', '9d']","['8h', '3d', '7h']",,,100,100
594,Flop,1,23049,-23049,DISCARD,0,"['8s', '7s']","['2d', '9d']","['8h', '3d', '7h']",,,100,100
594,Flop,1,23049,-23049,CHECK,0,"['8s', '7s']","['2d', 'As']","['8h', '3d', '7h']",,9d,100,100
594,Turn,0,23049,-23049,CHECK,0,"['8s', '7s']","['2d', 'As']","['8h', '3d', '7h', '2h']",,9d,100,100
594,Turn,1,23049,-23049,FOLD,0,"['8s', '7s']","['2d', 'As']","['8h', '3d', '7h', '2h']",,9d,100,100
595,Pre-Flop,1,23149,-23149,DISCARD,0,"['4d', '7h']","['6s', '2s']","['6d', '8s']",,,1,1
595,Pre-Flop,1,23149,-23149,CALL,0,"['4d', '7h']","['3s', '2s']","['6d', '8s']",,6s,1,1
595,Pre-Flop,0,23149,-23149,RAISE,98,"['4d', '7h']","['3s', '2s']","['6d', '8s']",,6s,2,2
595,Pre-Flop,1,23149,-23149,FOLD,0,"['4d', '7h']","['3s', '2s']","['6d', '8s']",,6s,2,2
596,Pre-Flop,0,23151,-23151,RAISE,98,"['Ah', '3s']","['5h', 'As']","['2s', '2h']",,,1,1
596,Pre-Flop,1,23151,-23151,CALL,0,"['Ah', '3s']","['5h', 'As']","['2s', '2h']",,,2,2
596,Flop,0,23151,-23151,CHECK,0,"['Ah', '3s']","['5h', 'As']","['2s', '2h', 'Ad']",,,100,100
596,Flop,1,23151,-23151,DISCARD,0,"['Ah', '3s']","['5h', 'As']","['2s', '2h', 'Ad']",,,100,100
596,Flop,1,23151,-23151,FOLD,0,"['Ah', '3s']","['7d', 'As']","['2s', '2h', 'Ad']",,5h,100,100
597,Pre-Flop,1,23251,-23251,RAISE,23,"['6d', '3s']","['4d', '5h']","['Ah', '3d']",,,1,1
597,Pre-Flop,0,23251,-23251,RAISE,75,"['6d', '3s']","['4d', '5h']","['Ah', '3d']",,,2,2
597,Pre-Flop,1,23251,-23251,CALL,0,"['6d', '3s']","['4d', '5h']","['Ah', '3d']",,,25,25
597,Pre-Flop,0,23251,-23251,CHECK,0,"['6d', '3s']","['4d', '5h']","['Ah', '3d']",,,100,100
597,Flop,1,23251,-23251,DISCARD,0,"['6d', '3s']","['4d', '5h']","['Ah', '3d', '7d']",,,100,100
597,Flop,1,23251,-23251,FOLD,0,"['6d', '3s']","['4d', '6s']","['Ah', '3d', '7d']",,5h,100,100
598,Pre-Flop,0,23351,-23351,RAISE,98,"['2s', '5s']","['6s', '8h']","['3h', '5d']",,,1,1
598,Pre-Flop,1,23351,-23351,DISCARD,0,"['2s', '5s']","['6s', '8h']","['3h', '5d']",,,2,2
598,Pre-Flop,1,23351,-23351,CALL,0,"['2s', '5s']","['6s', '6h']","['3h', '5d']",,8h,2,2
598,Flop,0,23351,-23351,CHECK,0,"['2s', '5s']","['6s', '6h']","['3h', '5d', '3d']",,8h,100,100
598,Flop,1,23351,-23351,CHECK,0,"['2s', '5s']","['6s', '6h']","['3h', '5d', '3d']",,8h,100,100
598,Turn,0,23351,-23351,CHECK,0,"['2s', '5s']","['6s', '6h']","['3h', '5d', '3d', '4h']",,8h,100,100
598,Turn,1,23351,-23351,CHECK,0,"['2s', '5s']","['6s', '6h']","['3h', '5d', '3d', '4h']",,8h,100,100
598,River,0,23351,-23351,CHECK,0,"['2s', '5s']","['6s', '6h']","['3h', '5d', '3d', '4h', '9h']",,8h,100,100
598,River,1,23351,-23351,FOLD,0,"['2s', '5s']","['6s', '6h']","['3h', '5d', '3d', '4h', '9h']",,8h,100,100
599,Pre-Flop,1,23451,-23451,DISCARD,0,"['3d', '2s']","['6h', '5s']","['Ad', '7s']",,,1,1
599,Pre-Flop,1,23451,-23451,CALL,0,"['3d', '2s']","['6h', '9h']","['Ad', '7s']",,5s,1,1
599,Pre-Flop,0,23451,-23451,RAISE,98,"['3d', '2s']","['6h', '9h']","['Ad', '7s']",,5s,2,2
599,Pre-Flop,1,23451,-23451,CALL,0,"['3d', '2s']","['6h', '9h']","['Ad', '7s']",,5s,2,2
599,Pre-Flop,0,23451,-23451,CHECK,0,"['3d', '2s']","['6h', '9h']","['Ad', '7s']",,5s,100,100
599,Flop,1,23451,-23451,CHECK,0,"['3d', '2s']","['6h', '9h']","['Ad', '7s', '8h']",,5s,100,100
599,Flop,0,23451,-23451,CHECK,0,"['3d', '2s']","['6h', '9h']","['Ad', '7s', '8h']",,5s,100,100
599,Turn,1,23451,-23451,FOLD,0,"['3d', '2s']","['6h', '9h']","['Ad', '7s', '8h', '2h']",,5s,100,100
600,Pre-Flop,0,23551,-23551,RAISE,98,"['7s', '6d']","['3s', '2h']","['8d', '7h']",,,1,1
600,Pre-Flop,1,23551,-23551,FOLD,0,"['7s', '6d']","['3s', '2h']","['8d', '7h']",,,2,2
601,Pre-Flop,1,23553,-23553,CALL,0,"['3d', '5s']","['As', '9h']","['2s', '4d']",,,1,1
601,Pre-Flop,0,23553,-23553,RAISE,98,"['3d', '5s']","['As', '9h']","['2s', '4d']",,,2,2
601,Pre-Flop,1,23553,-23553,CALL,0,"['3d', '5s']","['As', '9h']","['2s', '4d']",,,2,2
601,Pre-Flop,0,23553,-23553,CHECK,0,"['3d', '5s']","['As', '9h']","['2s', '4d']",,,100,100
601,Flop,1,23553,-23553,FOLD,0,"['3d', '5s']","['As', '9h']","['2s', '4d', '4h']",,,100,100
602,Pre-Flop,0,23653,-23653,RAISE,98,"['9s', 'Ad']","['8s', 'Ah']","['3h', '3d']",,,1,1
602,Pre-Flop,1,23653,-23653,DISCARD,0,"['9s', 'Ad']","['8s', 'Ah']","['3h', '3d']",,,2,2
602,Pre-Flop,1,23653,-23653,CALL,0,"['9s', 'Ad']","['5s', 'Ah']","['3h', '3d']",,8s,2,2
602,Flop,0,23653,-23653,CHECK,0,"['9s', 'Ad']","['5s', 'Ah']","['3h', '3d', '9h']",,8s,100,100
602,Flop,1,23653,-23653,FOLD,0,"['9s', 'Ad']","['5s', 'Ah']","['3h', '3d', '9h']",,8s,100,100
603,Pre-Flop,1,23753,-23753,DISCARD,0,"['3d', '5h']","['8d', '3s']","['6s', '9d']",,,1,1
603,Pre-Flop,1,23753,-23753,RAISE,7,"['3d', '5h']","['8h', '3s']","['6s', '9d']",,8d,1,1
603,Pre-Flop,0,23753,-23753,RAISE,91,"['3d', '5h']","['8h', '3s']","['6s', '9d']",,8d,2,2
603,Pre-Flop,1,23753,-23753,FOLD,0,"['3d', '5h']","['8h', '3s']","['6s', '9d']",,8d,9,9
604,Pre-Flop,0,23762,-23762,RAISE,98,"['2h', '6s']","['3h', '9d']","['7h', '2d']",,,1,1
604,Pre-Flop,1,23762,-23762,CALL,0,"['2h', '6s']","['3h', '9d']","['7h', '2d']",,,2,2
604,Flop,0,23762,-23762,CHECK,0,"['2h', '6s']","['3h', '9d']","['7h', '2d', '4d']",,,100,100
604,Flop,1,23762,-23762,FOLD,0,"['2h', '6s']","['3h', '9d']","['7h', '2d', '4d']",,,100,100
605,Pre-Flop,1,23862,-23862,FOLD,0,"['7d', '4d']","['9h', '5d']","['8h', '3h']",,,1,1
606,Pre-Flop,0,23863,-23863,RAISE,98,"['Ad', '7h']","['7s', '3s']","['4d', '3d']",,,1,1
606,Pre-Flop,1,23863,-23863,FOLD,0,"['Ad', '7h']","['7s', '3s']","['4d', '3d']",,,2,2
607,Pre-Flop,1,23865,-23865,FOLD,0,"['8h', '6s']","['9h', '5d']","['5s', '4h']",,,1,1
608,Pre-Flop,0,23866,-23866,RAISE,98,"['9d', '4s']","['9h', '4h']","['2s', '8h']",,,1,1
608,Pre-Flop,1,23866,-23866,CALL,0,"['9d', '4s']","['9h', '4h']","['2s', '8h']",,,2,2
608,Flop,0,23866,-23866,CHECK,0,"['9d', '4s']","['9h', '4h']","['2s', '8h', '2h']",,,100,100
608,Flop,1,23866,-23866,CHECK,0,"['9d', '4s']","['9h', '4h']","['2s', '8h', '2h']",,,100,100
608,Turn,0,23866,-23866,CHECK,0,"['9d', '4s']","['9h', '4h']","['2s', '8h', '2h', '9s']",,,100,100
608,Turn,1,23866,-23866,CHECK,0,"['9d', '4s']","['9h', '4h']","['2s', '8h', '2h', '9s']",,,100,100
608,River,0,23866,-23866,CHECK,0,"['9d', '4s']","['9h', '4h']","['2s', '8h', '2h', '9s', '7s']",,,100,100
608,River,1,23866,-23866,FOLD,0,"['9d', '4s']","['9h', '4h']","['2s', '8h', '2h', '9s', '7s']",,,100,100
609,Pre-Flop,1,23966,-23966,CALL,0,"['Ah', '7h']","['5d', '6h']","['9s', '6d']",,,1,1
609,Pre-Flop,0,23966,-23966,RAISE,98,"['Ah', '7h']","['5d', '6h']","['9s', '6d']",,,2,2
609,Pre-Flop,1,23966,-23966,FOLD,0,"['Ah', '7h']","['5d', '6h']","['9s', '6d']",,,2,2
610,Pre-Flop,0,23968,-23968,RAISE,98,"['4s', '6h']","['5h', '4d']","['9h', '3s']",,,1,1
610,Pre-Flop,1,23968,-23968,FOLD,0,"['4s', '6h']","['5h', '4d']","['9h', '3s']",,,2,2
611,Pre-Flop,1,23970,-23970,CALL,0,"['Ah', '4s']","['9h', '3d']","['4h', '6s']",,,1,1
611,Pre-Flop,0,23970,-23970,RAISE,98,"['Ah', '4s']","['9h', '3d']","['4h', '6s']",,,2,2
611,Pre-Flop,1,23970,-23970,FOLD,0,"['Ah', '4s']","['9h', '3d']","['4h', '6s']",,,2,2
612,Pre-Flop,0,23972,-23972,RAISE,98,"['4s', '6d']","['6h', '5h']","['2d', '7s']",,,1,1
612,Pre-Flop,1,23972,-23972,FOLD,0,"['4s', '6d']","['6h', '5h']","['2d', '7s']",,,2,2
613,Pre-Flop,1,23974,-23974,RAISE,26,"['3s', '7s']","['4d', '5h']","['3d', '5s']",,,1,1
613,Pre-Flop,0,23974,-23974,RAISE,72,"['3s', '7s']","['4d', '5h']","['3d', '5s']",,,2,2
613,Pre-Flop,1,23974,-23974,CALL,0,"['3s', '7s']","['4d', '5h']","['3d', '5s']",,,28,28
613,Pre-Flop,0,23974,-23974,CHECK,0,"['3s', '7s']","['4d', '5h']","['3d', '5s']",,,100,100
613,Flop,1,23974,-23974,DISCARD,0,"['3s', '7s']","['4d', '5h']","['3d', '5s', '7h']",,,100,100
613,Flop,1,23974,-23974,FOLD,0,"['3s', '7s']","['2d', '5h']","['3d', '5s', '7h']",,4d,100,100
614,Pre-Flop,0,24074,-24074,RAISE,98,"['7d', '7s']","['6s', '2s']","['4d', '5h']",,,1,1
614,Pre-Flop,1,24074,-24074,DISCARD,0,"['7d', '7s']","['6s', '2s']","['4d', '5h']",,,2,2
614,Pre-Flop,1,24074,-24074,CALL,0,"['7d', '7s']","['6s', '3d']","['4d', '5h']",,2s,2,2
614,Flop,0,24074,-24074,CHECK,0,"['7d', '7s']","['6s', '3d']","['4d', '5h', '3h']",,2s,100,100
614,Flop,1,24074,-24074,FOLD,0,"['7d', '7s']","['6s', '3d']","['4d', '5h', '3h']",,2s,100,100
615,Pre-Flop,1,24174,-24174,CALL,0,"['9s', 'Ad']","['5s', 'As']","['3s', '8d']",,,1,1
615,Pre-Flop,0,24174,-24174,RAISE,98,"['9s', 'Ad']","['5s', 'As']","['3s', '8d']",,,2,2
615,Pre-Flop,1,24174,-24174,DISCARD,0,"['9s', 'Ad']","['5s', 'As']","['3s', '8d']",,,2,2
615,Pre-Flop,1,24174,-24174,FOLD,0,"['9s', 'Ad']","['7d', 'As']","['3s', '8d']",,5s,2,2
616,Pre-Flop,0,24176,-24176,RAISE,98,"['7h', '4s']","['5s', '2h']","['6h', '3h']",,,1,1
616,Pre-Flop,1,24176,-24176,CALL,0,"['7h', '4s']","['5s', '2h']","['6h', '3h']",,,2,2
616,Flop,0,24176,-24176,CHECK,0,"['7h', '4s']","['5s', '2h']","['6h', '3h', '6s']",,,100,100
616,Flop,1,24176,-24176,CHECK,0,"['7h', '4s']","['5s', '2h']","['6h', '3h', '6s']",,,100,100
616,Turn,0,24176,-24176,CHECK,0,"['7h', '4s']","['5s', '2h']","['6h', '3h', '6s', 'Ah']",,,100,100
616,Turn,1,24176,-24176,CHECK,0,"['7h', '4s']","['5s', '2h']","['6h', '3h', '6s', 'Ah']",,,100,100
616,River,0,24176,-24176,CHECK,0,"['7h', '4s']","['5s', '2h']","['6h', '3h', '6s', 'Ah', '7d']",,,100,100
616,River,1,24176,-24176,CHECK,0,"['7h', '4s']","['5s', '2h']","['6h', '3h', '6s', 'Ah', '7d']",,,100,100
617,Pre-Flop,1,24276,-24276,DISCARD,0,"['6h', '5h']","['5d', '6s']","['2s', 'Ad']",,,1,1
617,Pre-Flop,1,24276,-24276,FOLD,0,"['6h', '5h']","['5d', '7h']","['2s', 'Ad']",,6s,1,1
618,Pre-Flop,0,24277,-24277,RAISE,98,"['2s', '8h']","['4d', '4s']","['3d', '8s']",,,1,1
618,Pre-Flop,1,24277,-24277,CALL,0,"['2s', '8h']","['4d', '4s']","['3d', '8s']",,,2,2
618,Flop,0,24277,-24277,CHECK,0,"['2s', '8h']","['4d', '4s']","['3d', '8s', 'Ah']",,,100,100
618,Flop,1,24277,-24277,FOLD,0,"['2s', '8h']","['4d', '4s']","['3d', '8s', 'Ah']",,,100,100
619,Pre-Flop,1,24377,-24377,RAISE,59,"['7s', '5s']","['8s', '3h']","['7d', '2h']",,,1,1
619,Pre-Flop,0,24377,-24377,RAISE,39,"['7s', '5s']","['8s', '3h']","['7d', '2h']",,,2,2
619,Pre-Flop,1,24377,-24377,CALL,0,"['7s', '5s']","['8s', '3h']","['7d', '2h']",,,61,61
619,Pre-Flop,0,24377,-24377,CHECK,0,"['7s', '5s']","['8s', '3h']","['7d', '2h']",,,100,100
619,Flop,1,24377,-24377,FOLD,0,"['7s', '5s']","['8s', '3h']","['7d', '2h', '9s']",,,100,100
620,Pre-Flop,0,24477,-24477,RAISE,98,"['4s', '5s']","['4h', '2d']","['2s', '8s']",,,1,1
620,Pre-Flop,1,24477,-24477,DISCARD,0,"['4s', '5s']","['4h', '2d']","['2s', '8s']",,,2,2
620,Pre-Flop,1,24477,-24477,FOLD,0,"['4s', '5s']","['4h', 'As']","['2s', '8s']",,2d,2,2
621,Pre-Flop,1,24479,-24479,CALL,0,"['7h', '4d']","['6d', 'Ad']","['6s', '8h']",,,1,1
621,Pre-Flop,0,24479,-24479,RAISE,98,"['7h', '4d']","['6d', 'Ad']","['6s', '8h']",,,2,2
621,Pre-Flop,1,24479,-24479,DISCARD,0,"['7h', '4d']","['6d', 'Ad']","['6s', '8h']",,,2,2
621,Pre-Flop,1,24479,-24479,FOLD,0,"['7h', '4d']","['6d', '7d']","['6s', '8h']",,Ad,2,2
622,Pre-Flop,0,24481,-24481,RAISE,98,"['4h', '9s']","['5h', '7d']","['3s', '3h']",,,1,1
622,Pre-Flop,1,24481,-24481,FOLD,0,"['4h', '9s']","['5h', '7d']","['3s', '3h']",,,2,2
623,Pre-Flop,1,24483,-24483,RAISE,72,"['3s', '7d']","['7s', '3h']","['2s', 'Ah']",,,1,1
623,Pre-Flop,0,24483,-24483,RAISE,26,"['3s', '7d']","['7s', '3h']","['2s', 'Ah']",,,2,2
623,Pre-Flop,1,24483,-24483,CALL,0,"['3s', '7d']","['7s', '3h']","['2s', 'Ah']",,,74,74
623,Pre-Flop,0,24483,-24483,CHECK,0,"['3s', '7d']","['7s', '3h']","['2s', 'Ah']",,,100,100
623,Flop,1,24483,-24483,DISCARD,0,"['3s', '7d']","['7s', '3h']","['2s', 'Ah', '5d']",,,100,100
623,Flop,1,24483,-24483,CHECK,0,"['3s', '7d']","['7s', '4h']","['2s', 'Ah', '5d']",,3h,100,100
623,Flop,0,24483,-24483,CHECK,0,"['3s', '7d']","['7s', '4h']","['2s', 'Ah', '5d']",,3h,100,100
623,Turn,1,24483,-24483,CHECK,0,"['3s', '7d']","['7s', '4h']","['2s', 'Ah', '5d', '6h']",,3h,100,100
623,Turn,0,24483,-24483,CHECK,0,"['3s', '7d']","['7s', '4h']","['2s', 'Ah', '5d', '6h']",,3h,100,100
623,River,1,24483,-24483,FOLD,0,"['3s', '7d']","['7s', '4h']","['2s', 'Ah', '5d', '6h', '6d']",,3h,100,100
624,Pre-Flop,0,24583,-24583,RAISE,98,"['8s', '4h']","['3d', '9s']","['2s', '2h']",,,1,1
624,Pre-Flop,1,24583,-24583,CALL,0,"['8s', '4h']","['3d', '9s']","['2s', '2h']",,,2,2
624,Flop,0,24583,-24583,CHECK,0,"['8s', '4h']","['3d', '9s']","['2s', '2h', '5s']",,,100,100
624,Flop,1,24583,-24583,FOLD,0,"['8s', '4h']","['3d', '9s']","['2s', '2h', '5s']",,,100,100
625,Pre-Flop,1,24683,-24683,FOLD,0,"['4d', 'Ah']","['2d', '5d']","['6s', '4s']",,,1,1
626,Pre-Flop,0,24684,-24684,RAISE,98,"['4d', '6s']","['6d', '8s']","['5d', '2s']",,,1,1
626,Pre-Flop,1,24684,-24684,FOLD,0,"['4d', '6s']","['6d', '8s']","['5d', '2s']",,,2,2
627,Pre-Flop,1,24686,-24686,DISCARD,0,"['8s', 'Ah']","['9s', '3d']","['6h', 'As']",,,1,1
627,Pre-Flop,1,24686,-24686,RAISE,41,"['8s', 'Ah']","['9s', '4d']","['6h', 'As']",,3d,1,1
627,Pre-Flop,0,24686,-24686,RAISE,57,"['8s', 'Ah']","['9s', '4d']","['6h', 'As']",,3d,2,2
627,Pre-Flop,1,24686,-24686,FOLD,0,"['8s', 'Ah']","['9s', '4d']","['6h', 'As']",,3d,43,43
628,Pre-Flop,0,24729,-24729,RAISE,98,"['5d', '8h']","['7d', '6s']","['3h', '4d']",,,1,1
628,Pre-Flop,1,24729,-24729,DISCARD,0,"['5d', '8h']","['7d', '6s']","['3h', '4d']",,,2,2
628,Pre-Flop,1,24729,-24729,FOLD,0,"['5d', '8h']","['7d', '2h']","['3h', '4d']",,6s,2,2
629,Pre-Flop,1,24731,-24731,RAISE,5,"['2h', '3d']","['7h', '6d']","['9h', '4h']",,,1,1
629,Pre-Flop,0,24731,-24731,RAISE,93,"['2h', '3d']","['7h', '6d']","['9h', '4h']",,,2,2
629,Pre-Flop,1,24731,-24731,CALL,0,"['2h', '3d']","['7h', '6d']","['9h', '4h']",,,7,7
629,Pre-Flop,0,24731,-24731,CHECK,0,"['2h', '3d']","['7h', '6d']","['9h', '4h']",,,100,100
629,Flop,1,24731,-24731,FOLD,0,"['2h', '3d']","['7h', '6d']","['9h', '4h', '6s']",,,100,100
630,Pre-Flop,0,24831,-24831,RAISE,98,"['6h', '5s']","['Ah', '8d']","['As', '2s']",,,1,1
630,Pre-Flop,1,24831,-24831,FOLD,0,"['6h', '5s']","['Ah', '8d']","['As', '2s']",,,2,2
631,Pre-Flop,1,24833,-24833,FOLD,0,"['7h', '2h']","['4d', '6d']","['Ah', '8d']",,,1,1
632,Pre-Flop,0,24834,-24834,RAISE,98,"['8h', '8d']","['6d', '6s']","['2h', '4s']",,,1,1
632,Pre-Flop,1,24834,-24834,DISCARD,0,"['8h', '8d']","['6d', '6s']","['2h', '4s']",,,2,2
632,Pre-Flop,1,24834,-24834,FOLD,0,"['8h', '8d']","['8s', '6s']","['2h', '4s']",,6d,2,2
633,Pre-Flop,1,24836,-24836,DISCARD,0,"['8d', '4h']","['7s', '7d']","['2d', '6d']",,,1,1
633,Pre-Flop,1,24836,-24836,RAISE,13,"['8d', '4h']","['9d', '7d']","['2d', '6d']",,7s,1,1
633,Pre-Flop,0,24836,-24836,RAISE,85,"['8d', '4h']","['9d', '7d']","['2d', '6d']",,7s,2,2
633,Pre-Flop,1,24836,-24836,CALL,0,"['8d', '4h']","['9d', '7d']","['2d', '6d']",,7s,15,15
633,Pre-Flop,0,24836,-24836,CHECK,0,"['8d', '4h']","['9d', '7d']","['2d', '6d']",,7s,100,100
633,Flop,1,24836,-24836,CHECK,0,"['8d', '4h']","['9d', '7d']","['2d', '6d', '9s']",,7s,100,100
633,Flop,0,24836,-24836,CHECK,0,"['8d', '4h']","['9d', '7d']","['2d', '6d', '9s']",,7s,100,100
633,Turn,1,24836,-24836,CHECK,0,"['8d', '4h']","['9d', '7d']","['2d', '6d', '9s', '5d']",,7s,100,100
633,Turn,0,24836,-24836,CHECK,0,"['8d', '4h']","['9d', '7d']","['2d', '6d', '9s', '5d']",,7s,100,100
633,River,1,24836,-24836,FOLD,0,"['8d', '4h']","['9d', '7d']","['2d', '6d', '9s', '5d', '7h']",,7s,100,100
634,Pre-Flop,0,24936,-24936,RAISE,98,"['6h', '6s']","['4s', '6d']","['8s', '2h']",,,1,1
