# Team 0: AllInAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
211,Pre-Flop,1,8959,-8959,FOLD,0,"['Ah', '6s']","['6h', '7s']","['4s', '5h']",,,1,1
212,Pre-Flop,0,8960,-8960,RAISE,98,"['5s', '3h']","['6h', '4s']","['9s', 'As']",,,1,1
212,Pre-Flop,1,8960,-8960,DISCARD,0,"['5s', '3h']","['6h', '4s']","['9s', 'As']",,,2,2
212,Pre-Flop,1,8960,-8960,FOLD,0,"['5s', '3h']","['2d', '4s']","['9s', 'As']",,6h,2,2
213,Pre-Flop,1,8962,-8962,FOLD,0,"['2s', '3h']","['4s', '5s']","['8h', '3s']",,,1,1
214,Pre-Flop,0,8963,-8963,RAISE,98,"['6s', '4d']","['7d', '3h']","['5h', '8h']",,,1,1
214,Pre-Flop,1,8963,-8963,FOLD,0,"['6s', '4d']","['7d', '3h']","['5h', '8h']",,,2,2
215,Pre-Flop,1,8965,-8965,DISCARD,0,"['As', '9d']","['2s', '6h']","['7h', '8s']",,,1,1
215,Pre-Flop,1,8965,-8965,FOLD,0,"['As', '9d']","['4h', '6h']","['7h', '8s']",,2s,1,1
216,Pre-Flop,0,8966,-8966,RAISE,98,"['2h', '9h']","['8s', '7h']","['As', 'Ah']",,,1,1
216,Pre-Flop,1,8966,-8966,FOLD,0,"['2h', '9h']","['8s', '7h']","['As', 'Ah']",,,2,2
217,Pre-Flop,1,8968,-8968,RAISE,10,"['3d', '5d']","['8s', '3h']","['6d', '5h']",,,1,1
217,Pre-Flop,0,8968,-8968,RAISE,88,"['3d', '5d']","['8s', '3h']","['6d', '5h']",,,2,2
217,Pre-Flop,1,8968,-8968,FOLD,0,"['3d', '5d']","['8s', '3h']","['6d', '5h']",,,12,12
218,Pre-Flop,0,8980,-8980,RAISE,98,"['5h', '4s']","['2d', '8s']","['2h', '6h']",,,1,1
218,Pre-Flop,1,8980,-8980,FOLD,0,"['5h', '4s']","['2d', '8s']","['2h', '6h']",,,2,2
219,Pre-Flop,1,8982,-8982,DISCARD,0,"['3s', '2h']","['9h', '3d']","['As', '6h']",,,1,1
219,Pre-Flop,1,8982,-8982,RAISE,61,"['3s', '2h']","['2d', '3d']","['As', '6h']",,9h,1,1
219,Pre-Flop,0,8982,-8982,RAISE,37,"['3s', '2h']","['2d', '3d']","['As', '6h']",,9h,2,2
219,Pre-Flop,1,8982,-8982,CALL,0,"['3s', '2h']","['2d', '3d']","['As', '6h']",,9h,63,63
219,Pre-Flop,0,8982,-8982,CHECK,0,"['3s', '2h']","['2d', '3d']","['As', '6h']",,9h,100,100
219,Flop,1,8982,-8982,FOLD,0,"['3s', '2h']","['2d', '3d']","['As', '6h', '2s']",,9h,100,100
220,Pre-Flop,0,9082,-9082,RAISE,98,"['5h', '4d']","['9d', 'Ad']","['6h', '2d']",,,1,1
220,Pre-Flop,1,9082,-9082,FOLD,0,"['5h', '4d']","['9d', 'Ad']","['6h', '2d']",,,2,2
221,Pre-Flop,1,9084,-9084,CALL,0,"['4h', '5d']","['6s', '9s']","['7h', '9d']",,,1,1
221,Pre-Flop,0,9084,-9084,RAISE,98,"['4h', '5d']","['6s', '9s']","['7h', '9d']",,,2,2
221,Pre-Flop,1,9084,-9084,CALL,0,"['4h', '5d']","['6s', '9s']","['7h', '9d']",,,2,2
221,Pre-Flop,0,9084,-9084,CHECK,0,"['4h', '5d']","['6s', '9s']","['7h', '9d']",,,100,100
221,Flop,1,9084,-9084,DISCARD,0,"['4h', '5d']","['6s', '9s']","['7h', '9d', '6h']",,,100,100
221,Flop,1,9084,-9084,CHECK,0,"['4h', '5d']","['6s', 'As']","['7h', '9d', '6h']",,9s,100,100
221,Flop,0,9084,-9084,CHECK,0,"['4h', '5d']","['6s', 'As']","['7h', '9d', '6h']",,9s,100,100
221,Turn,1,9084,-9084,CHECK,0,"['4h', '5d']","['6s', 'As']","['7h', '9d', '6h', '4d']",,9s,100,100
221,Turn,0,9084,-9084,CHECK,0,"['4h', '5d']","['6s', 'As']","['7h', '9d', '6h', '4d']",,9s,100,100
221,River,1,9084,-9084,FOLD,0,"['4h', '5d']","['6s', 'As']","['7h', '9d', '6h', '4d', '6d']",,9s,100,100
222,Pre-Flop,0,9184,-9184,RAISE,98,"['As', '5s']","['3s', '4s']","['3d', '5d']",,,1,1
222,Pre-Flop,1,9184,-9184,CALL,0,"['As', '5s']","['3s', '4s']","['3d', '5d']",,,2,2
222,Flop,0,9184,-9184,CHECK,0,"['As', '5s']","['3s', '4s']","['3d', '5d', '7d']",,,100,100
222,Flop,1,9184,-9184,DISCARD,0,"['As', '5s']","['3s', '4s']","['3d', '5d', '7d']",,,100,100
222,Flop,1,9184,-9184,CHECK,0,"['As', '5s']","['3s', '5h']","['3d', '5d', '7d']",,4s,100,100
222,Turn,0,9184,-9184,CHECK,0,"['As', '5s']","['3s', '5h']","['3d', '5d', '7d', '7s']",,4s,100,100
222,Turn,1,9184,-9184,CHECK,0,"['As', '5s']","['3s', '5h']","['3d', '5d', '7d', '7s']",,4s,100,100
222,River,0,9184,-9184,CHECK,0,"['As', '5s']","['3s', '5h']","['3d', '5d', '7d', '7s', '4h']",,4s,100,100
222,River,1,9184,-9184,CHECK,0,"['As', '5s']","['3s', '5h']","['3d', '5d', '7d', '7s', '4h']",,4s,100,100
223,Pre-Flop,1,9284,-9284,FOLD,0,"['3d', 'Ah']","['8s', '4d']","['9d', '4h']",,,1,1
224,Pre-Flop,0,9285,-9285,RAISE,98,"['5d', '6h']","['2d', '5h']","['3s', '4s']",,,1,1
224,Pre-Flop,1,9285,-9285,CALL,0,"['5d', '6h']","['2d', '5h']","['3s', '4s']",,,2,2
224,Flop,0,9285,-9285,CHECK,0,"['5d', '6h']","['2d', '5h']","['3s', '4s', '6d']",,,100,100
224,Flop,1,9285,-9285,DISCARD,0,"['5d', '6h']","['2d', '5h']","['3s', '4s', '6d']",,,100,100
224,Flop,1,9285,-9285,FOLD,0,"['5d', '6h']","['2d', '3d']","['3s', '4s', '6d']",,5h,100,100
225,Pre-Flop,1,9385,-9385,DISCARD,0,"['4s', 'Ad']","['6s', '2d']","['3d', '2s']",,,1,1
225,Pre-Flop,1,9385,-9385,FOLD,0,"['4s', 'Ad']","['6s', '9d']","['3d', '2s']",,2d,1,1
226,Pre-Flop,0,9386,-9386,RAISE,98,"['3h', '7d']","['5d', '2d']","['3s', '5h']",,,1,1
226,Pre-Flop,1,9386,-9386,FOLD,0,"['3h', '7d']","['5d', '2d']","['3s', '5h']",,,2,2
227,Pre-Flop,1,9388,-9388,DISCARD,0,"['9d', '8d']","['3h', 'Ah']","['As', '7h']",,,1,1
227,Pre-Flop,1,9388,-9388,FOLD,0,"['9d', '8d']","['3h', '6d']","['As', '7h']",,Ah,1,1
228,Pre-Flop,0,9389,-9389,RAISE,98,"['9d', '6h']","['7d', '6d']","['3s', '4d']",,,1,1
228,Pre-Flop,1,9389,-9389,DISCARD,0,"['9d', '6h']","['7d', '6d']","['3s', '4d']",,,2,2
228,Pre-Flop,1,9389,-9389,FOLD,0,"['9d', '6h']","['7d', '5s']","['3s', '4d']",,6d,2,2
229,Pre-Flop,1,9391,-9391,FOLD,0,"['As', '9d']","['8h', '7d']","['4d', '8d']",,,1,1
230,Pre-Flop,0,9392,-9392,RAISE,98,"['3s', '7h']","['8d', '6s']","['5s', '6d']",,,1,1
230,Pre-Flop,1,9392,-9392,DISCARD,0,"['3s', '7h']","['8d', '6s']","['5s', '6d']",,,2,2
230,Pre-Flop,1,9392,-9392,FOLD,0,"['3s', '7h']","['8d', '7d']","['5s', '6d']",,6s,2,2
231,Pre-Flop,1,9394,-9394,CALL,0,"['2d', '4s']","['9d', '6d']","['3h', '7d']",,,1,1
231,Pre-Flop,0,9394,-9394,RAISE,98,"['2d', '4s']","['9d', '6d']","['3h', '7d']",,,2,2
231,Pre-Flop,1,9394,-9394,DISCARD,0,"['2d', '4s']","['9d', '6d']","['3h', '7d']",,,2,2
231,Pre-Flop,1,9394,-9394,FOLD,0,"['2d', '4s']","['9d', '3d']","['3h', '7d']",,6d,2,2
232,Pre-Flop,0,9396,-9396,RAISE,98,"['3d', '8h']","['5d', '8s']","['9d', '2d']",,,1,1
232,Pre-Flop,1,9396,-9396,DISCARD,0,"['3d', '8h']","['5d', '8s']","['9d', '2d']",,,2,2
232,Pre-Flop,1,9396,-9396,CALL,0,"['3d', '8h']","['5d', '3s']","['9d', '2d']",,8s,2,2
232,Flop,0,9396,-9396,CHECK,0,"['3d', '8h']","['5d', '3s']","['9d', '2d', 'Ah']",,8s,100,100
232,Flop,1,9396,-9396,CHECK,0,"['3d', '8h']","['5d', '3s']","['9d', '2d', 'Ah']",,8s,100,100
232,Turn,0,9396,-9396,CHECK,0,"['3d', '8h']","['5d', '3s']","['9d', '2d', 'Ah', '5h']",,8s,100,100
232,Turn,1,9396,-9396,FOLD,0,"['3d', '8h']","['5d', '3s']","['9d', '2d', 'Ah', '5h']",,8s,100,100
233,Pre-Flop,1,9496,-9496,RAISE,39,"['7d', '9d']","['9h', '7s']","['4h', '2s']",,,1,1
233,Pre-Flop,0,9496,-9496,RAISE,59,"['7d', '9d']","['9h', '7s']","['4h', '2s']",,,2,2
233,Pre-Flop,1,9496,-9496,DISCARD,0,"['7d', '9d']","['9h', '7s']","['4h', '2s']",,,41,41
233,Pre-Flop,1,9496,-9496,CALL,0,"['7d', '9d']","['9h', '6h']","['4h', '2s']",,7s,41,41
233,Pre-Flop,0,9496,-9496,CHECK,0,"['7d', '9d']","['9h', '6h']","['4h', '2s']",,7s,100,100
233,Flop,1,9496,-9496,FOLD,0,"['7d', '9d']","['9h', '6h']","['4h', '2s', '4s']",,7s,100,100
234,Pre-Flop,0,9596,-9596,RAISE,98,"['4d', '8d']","['2d', '3d']","['Ad', '9h']",,,1,1
234,Pre-Flop,1,9596,-9596,DISCARD,0,"['4d', '8d']","['2d', '3d']","['Ad', '9h']",,,2,2
234,Pre-Flop,1,9596,-9596,FOLD,0,"['4d', '8d']","['9d', '3d']","['Ad', '9h']",,2d,2,2
235,Pre-Flop,1,9598,-9598,FOLD,0,"['2s', '7d']","['7s', '9s']","['6h', 'Ad']",,,1,1
236,Pre-Flop,0,9599,-9599,RAISE,98,"['As', '6h']","['8s', '8h']","['9s', '9d']",,,1,1
236,Pre-Flop,1,9599,-9599,DISCARD,0,"['As', '6h']","['8s', '8h']","['9s', '9d']",,,2,2
236,Pre-Flop,1,9599,-9599,FOLD,0,"['As', '6h']","['4h', '8h']","['9s', '9d']",,8s,2,2
237,Pre-Flop,1,9601,-9601,CALL,0,"['3s', 'As']","['2h', '2s']","['9d', '4s']",,,1,1
237,Pre-Flop,0,9601,-9601,RAISE,98,"['3s', 'As']","['2h', '2s']","['9d', '4s']",,,2,2
237,Pre-Flop,1,9601,-9601,CALL,0,"['3s', 'As']","['2h', '2s']","['9d', '4s']",,,2,2
237,Pre-Flop,0,9601,-9601,CHECK,0,"['3s', 'As']","['2h', '2s']","['9d', '4s']",,,100,100
237,Flop,1,9601,-9601,CHECK,0,"['3s', 'As']","['2h', '2s']","['9d', '4s', '3h']",,,100,100
237,Flop,0,9601,-9601,CHECK,0,"['3s', 'As']","['2h', '2s']","['9d', '4s', '3h']",,,100,100
237,Turn,1,9601,-9601,CHECK,0,"['3s', 'As']","['2h', '2s']","['9d', '4s', '3h', '9s']",,,100,100
237,Turn,0,9601,-9601,CHECK,0,"['3s', 'As']","['2h', '2s']","['9d', '4s', '3h', '9s']",,,100,100
237,River,1,9601,-9601,CHECK,0,"['3s', 'As']","['2h', '2s']","['9d', '4s', '3h', '9s', 'Ad']",,,100,100
237,River,0,9601,-9601,CHECK,0,"['3s', 'As']","['2h', '2s']","['9d', '4s', '3h', '9s', 'Ad']",,,100,100
238,Pre-Flop,0,9701,-9701,RAISE,98,"['4d', '3h']","['8s', '7d']","['6s', '4s']",,,1,1
238,Pre-Flop,1,9701,-9701,DISCARD,0,"['4d', '3h']","['8s', '7d']","['6s', '4s']",,,2,2
238,Pre-Flop,1,9701,-9701,FOLD,0,"['4d', '3h']","['8s', '3s']","['6s', '4s']",,7d,2,2
239,Pre-Flop,1,9703,-9703,DISCARD,0,"['7d', '2s']","['3h', '3s']","['8s', '6s']",,,1,1
239,Pre-Flop,1,9703,-9703,RAISE,75,"['7d', '2s']","['6h', '3s']","['8s', '6s']",,3h,1,1
239,Pre-Flop,0,9703,-9703,RAISE,23,"['7d', '2s']","['6h', '3s']","['8s', '6s']",,3h,2,2
239,Pre-Flop,1,9703,-9703,FOLD,0,"['7d', '2s']","['6h', '3s']","['8s', '6s']",,3h,77,77
240,Pre-Flop,0,9780,-9780,RAISE,98,"['9h', '4h']","['7h', '2s']","['3s', '7d']",,,1,1
240,Pre-Flop,1,9780,-9780,CALL,0,"['9h', '4h']","['7h', '2s']","['3s', '7d']",,,2,2
240,Flop,0,9780,-9780,CHECK,0,"['9h', '4h']","['7h', '2s']","['3s', '7d', '8d']",,,100,100
240,Flop,1,9780,-9780,DISCARD,0,"['9h', '4h']","['7h', '2s']","['3s', '7d', '8d']",,,100,100
240,Flop,1,9780,-9780,CHECK,0,"['9h', '4h']","['7h', '3d']","['3s', '7d', '8d']",,2s,100,100
240,Turn,0,9780,-9780,CHECK,0,"['9h', '4h']","['7h', '3d']","['3s', '7d', '8d', 'As']",,2s,100,100
240,Turn,1,9780,-9780,CHECK,0,"['9h', '4h']","['7h', '3d']","['3s', '7d', '8d', 'As']",,2s,100,100
240,River,0,9780,-9780,CHECK,0,"['9h', '4h']","['7h', '3d']","['3s', '7d', '8d', 'As', '2d']",,2s,100,100
240,River,1,9780,-9780,FOLD,0,"['9h', '4h']","['7h', '3d']","['3s', '7d', '8d', 'As', '2d']",,2s,100,100
241,Pre-Flop,1,9880,-9880,FOLD,0,"['Ad', '6d']","['7s', '3s']","['5h', '9h']",,,1,1
242,Pre-Flop,0,9881,-9881,RAISE,98,"['As', '6d']","['8d', '9d']","['7d', '9s']",,,1,1
242,Pre-Flop,1,9881,-9881,CALL,0,"['As', '6d']","['8d', '9d']","['7d', '9s']",,,2,2
242,Flop,0,9881,-9881,CHECK,0,"['As', '6d']","['8d', '9d']","['7d', '9s', '4h']",,,100,100
242,Flop,1,9881,-9881,FOLD,0,"['As', '6d']","['8d', '9d']","['7d', '9s', '4h']",,,100,100
243,Pre-Flop,1,9981,-9981,DISCARD,0,"['3s', '5h']","['4h', '7s']","['6s', '8h']",,,1,1
243,Pre-Flop,1,9981,-9981,FOLD,0,"['3s', '5h']","['4h', '9s']","['6s', '8h']",,7s,1,1
244,Pre-Flop,0,9982,-9982,RAISE,98,"['8s', '2d']","['3h', '2h']","['4s', '5s']",,,1,1
244,Pre-Flop,1,9982,-9982,FOLD,0,"['8s', '2d']","['3h', '2h']","['4s', '5s']",,,2,2
245,Pre-Flop,1,9984,-9984,DISCARD,0,"['9h', '5h']","['8h', '9d']","['6d', '7h']",,,1,1
245,Pre-Flop,1,9984,-9984,FOLD,0,"['9h', '5h']","['8h', '2s']","['6d', '7h']",,9d,1,1
246,Pre-Flop,0,9985,-9985,RAISE,98,"['4h', '3h']","['As', '6s']","['4s', '6d']",,,1,1
246,Pre-Flop,1,9985,-9985,FOLD,0,"['4h', '3h']","['As', '6s']","['4s', '6d']",,,2,2
247,Pre-Flop,1,9987,-9987,CALL,0,"['6h', 'Ah']","['9d', '2s']","['6s', '2d']",,,1,1
247,Pre-Flop,0,9987,-9987,RAISE,98,"['6h', 'Ah']","['9d', '2s']","['6s', '2d']",,,2,2
247,Pre-Flop,1,9987,-9987,FOLD,0,"['6h', 'Ah']","['9d', '2s']","['6s', '2d']",,,2,2
248,Pre-Flop,0,9989,-9989,RAISE,98,"['8d', '9s']","['5s', '4d']","['2s', '3s']",,,1,1
248,Pre-Flop,1,9989,-9989,CALL,0,"['8d', '9s']","['5s', '4d']","['2s', '3s']",,,2,2
248,Flop,0,9989,-9989,CHECK,0,"['8d', '9s']","['5s', '4d']","['2s', '3s', '8h']",,,100,100
248,Flop,1,9989,-9989,CHECK,0,"['8d', '9s']","['5s', '4d']","['2s', '3s', '8h']",,,100,100
248,Turn,0,9989,-9989,CHECK,0,"['8d', '9s']","['5s', '4d']","['2s', '3s', '8h', '2h']",,,100,100
248,Turn,1,9989,-9989,CHECK,0,"['8d', '9s']","['5s', '4d']","['2s', '3s', '8h', '2h']",,,100,100
248,River,0,9989,-9989,CHECK,0,"['8d', '9s']","['5s', '4d']","['2s', '3s', '8h', '2h', '7d']",,,100,100
248,River,1,9989,-9989,CHECK,0,"['8d', '9s']","['5s', '4d']","['2s', '3s', '8h', '2h', '7d']",,,100,100
249,Pre-Flop,1,10089,-10089,FOLD,0,"['8h', '7h']","['6h', '3h']","['8d', '8s']",,,1,1
250,Pre-Flop,0,10090,-10090,RAISE,98,"['8s', '8d']","['2s', 'As']","['5d', '6h']",,,1,1
250,Pre-Flop,1,10090,-10090,CALL,0,"['8s', '8d']","['2s', 'As']","['5d', '6h']",,,2,2
250,Flop,0,10090,-10090,CHECK,0,"['8s', '8d']","['2s', 'As']","['5d', '6h', '7d']",,,100,100
250,Flop,1,10090,-10090,FOLD,0,"['8s', '8d']","['2s', 'As']","['5d', '6h', '7d']",,,100,100
251,Pre-Flop,1,10190,-10190,RAISE,16,"['As', '9d']","['6d', '3d']","['9s', '2s']",,,1,1
251,Pre-Flop,0,10190,-10190,RAISE,82,"['As', '9d']","['6d', '3d']","['9s', '2s']",,,2,2
251,Pre-Flop,1,10190,-10190,FOLD,0,"['As', '9d']","['6d', '3d']","['9s', '2s']",,,18,18
252,Pre-Flop,0,10208,-10208,RAISE,98,"['6d', 'Ad']","['5s', '8h']","['3h', 'Ah']",,,1,1
252,Pre-Flop,1,10208,-10208,FOLD,0,"['6d', 'Ad']","['5s', '8h']","['3h', 'Ah']",,,2,2
253,Pre-Flop,1,10210,-10210,FOLD,0,"['Ah', '4d']","['7s', '6s']","['8s', '9d']",,,1,1
254,Pre-Flop,0,10211,-10211,RAISE,98,"['9s', '6s']","['9h', '3s']","['5d', '3h']",,,1,1
254,Pre-Flop,1,10211,-10211,DISCARD,0,"['9s', '6s']","['9h', '3s']","['5d', '3h']",,,2,2
254,Pre-Flop,1,10211,-10211,CALL,0,"['9s', '6s']","['9h', '2s']","['5d', '3h']",,3s,2,2
254,Flop,0,10211,-10211,CHECK,0,"['9s', '6s']","['9h', '2s']","['5d', '3h', '2d']",,3s,100,100
254,Flop,1,10211,-10211,FOLD,0,"['9s', '6s']","['9h', '2s']","['5d', '3h', '2d']",,3s,100,100
255,Pre-Flop,1,10311,-10311,DISCARD,0,"['4h', '8s']","['5h', '3h']","['Ad', '2h']",,,1,1
255,Pre-Flop,1,10311,-10311,RAISE,43,"['4h', '8s']","['2s', '3h']","['Ad', '2h']",,5h,1,1
255,Pre-Flop,0,10311,-10311,RAISE,55,"['4h', '8s']","['2s', '3h']","['Ad', '2h']",,5h,2,2
255,Pre-Flop,1,10311,-10311,CALL,0,"['4h', '8s']","['2s', '3h']","['Ad', '2h']",,5h,45,45
255,Pre-Flop,0,10311,-10311,CHECK,0,"['4h', '8s']","['2s', '3h']","['Ad', '2h']",,5h,100,100
255,Flop,1,10311,-10311,FOLD,0,"['4h', '8s']","['2s', '3h']","['Ad', '2h', 'As']",,5h,100,100
256,Pre-Flop,0,10411,-10411,RAISE,98,"['5d', '7s']","['3h', '6h']","['6d', '9d']",,,1,1
256,Pre-Flop,1,10411,-10411,FOLD,0,"['5d', '7s']","['3h', '6h']","['6d', '9d']",,,2,2
257,Pre-Flop,1,10413,-10413,CALL,0,"['8d', '4s']","['9s', '6d']","['Ah', '9d']",,,1,1
257,Pre-Flop,0,10413,-10413,RAISE,98,"['8d', '4s']","['9s', '6d']","['Ah', '9d']",,,2,2
257,Pre-Flop,1,10413,-10413,FOLD,0,"['8d', '4s']","['9s', '6d']","['Ah', '9d']",,,2,2
258,Pre-Flop,0,10415,-10415,RAISE,98,"['5h', '6s']","['5s', '6h']","['7d', '8d']",,,1,1
258,Pre-Flop,1,10415,-10415,CALL,0,"['5h', '6s']","['5s', '6h']","['7d', '8d']",,,2,2
258,Flop,0,10415,-10415,CHECK,0,"['5h', '6s']","['5s', '6h']","['7d', '8d', 'Ah']",,,100,100
258,Flop,1,10415,-10415,DISCARD,0,"['5h', '6s']","['5s', '6h']","['7d', '8d', 'Ah']",,,100,100
258,Flop,1,10415,-10415,FOLD,0,"['5h', '6s']","['5s', '9h']","['7d', '8d', 'Ah']",,6h,100,100
259,Pre-Flop,1,10515,-10515,CALL,0,"['5h', '8s']","['3d', '3h']","['5s', '2s']",,,1,1
259,Pre-Flop,0,10515,-10515,RAISE,98,"['5h', '8s']","['3d', '3h']","['5s', '2s']",,,2,2
259,Pre-Flop,1,10515,-10515,DISCARD,0,"['5h', '8s']","['3d', '3h']","['5s', '2s']",,,2,2
259,Pre-Flop,1,10515,-10515,CALL,0,"['5h', '8s']","['4s', '3h']","['5s', '2s']",,3d,2,2
259,Pre-Flop,0,10515,-10515,CHECK,0,"['5h', '8s']","['4s', '3h']","['5s', '2s']",,3d,100,100
259,Flop,1,10515,-10515,FOLD,0,"['5h', '8s']","['4s', '3h']","['5s', '2s', '9h']",,3d,100,100
260,Pre-Flop,0,10615,-10615,RAISE,98,"['9s', 'As']","['9h', '4d']","['4s', '5d']",,,1,1
260,Pre-Flop,1,10615,-10615,CALL,0,"['9s', 'As']","['9h', '4d']","['4s', '5d']",,,2,2
260,Flop,0,10615,-10615,CHECK,0,"['9s', 'As']","['9h', '4d']","['4s', '5d', '9d']",,,100,100
260,Flop,1,10615,-10615,DISCARD,0,"['9s', 'As']","['9h', '4d']","['4s', '5d', '9d']",,,100,100
260,Flop,1,10615,-10615,FOLD,0,"['9s', 'As']","['9h', '8d']","['4s', '5d', '9d']",,4d,100,100
261,Pre-Flop,1,10715,-10715,FOLD,0,"['6h', '6d']","['7h', '3d']","['4s', '9s']",,,1,1
262,Pre-Flop,0,10716,-10716,RAISE,98,"['3d', 'As']","['6h', '9s']","['4d', '8s']",,,1,1
262,Pre-Flop,1,10716,-10716,DISCARD,0,"['3d', 'As']","['6h', '9s']","['4d', '8s']",,,2,2
262,Pre-Flop,1,10716,-10716,CALL,0,"['3d', 'As']","['5d', '9s']","['4d', '8s']",,6h,2,2
262,Flop,0,10716,-10716,CHECK,0,"['3d', 'As']","['5d', '9s']","['4d', '8s', '3s']",,6h,100,100
262,Flop,1,10716,-10716,FOLD,0,"['3d', 'As']","['5d', '9s']","['4d', '8s', '3s']",,6h,100,100
263,Pre-Flop,1,10816,-10816,DISCARD,0,"['7s', '4d']","['As', '3s']","['6d', 'Ah']",,,1,1
263,Pre-Flop,1,10816,-10816,RAISE,27,"['7s', '4d']","['2d', '3s']","['6d', 'Ah']",,As,1,1
263,Pre-Flop,0,10816,-10816,RAISE,71,"['7s', '4d']","['2d', '3s']","['6d', 'Ah']",,As,2,2
263,Pre-Flop,1,10816,-10816,FOLD,0,"['7s', '4d']","['2d', '3s']","['6d', 'Ah']",,As,29,29
264,Pre-Flop,0,10845,-10845,RAISE,98,"['As', '8d']","['6d', '9h']","['7s', '2h']",,,1,1
264,Pre-Flop,1,10845,-10845,FOLD,0,"['As', '8d']","['6d', '9h']","['7s', '2h']",,,2,2
265,Pre-Flop,1,10847,-10847,FOLD,0,"['As', '5h']","['3s', 'Ah']","['6h', '8s']",,,1,1
266,Pre-Flop,0,10848,-10848,RAISE,98,"['5h', '8d']","['2s', '3d']","['3s', '9s']",,,1,1
266,Pre-Flop,1,10848,-10848,FOLD,0,"['5h', '8d']","['2s', '3d']","['3s', '9s']",,,2,2
267,Pre-Flop,1,10850,-10850,CALL,0,"['3d', '5s']","['2s', '6s']","['As', '7s']",,,1,1
267,Pre-Flop,0,10850,-10850,RAISE,98,"['3d', '5s']","['2s', '6s']","['As', '7s']",,,2,2
267,Pre-Flop,1,10850,-10850,FOLD,0,"['3d', '5s']","['2s', '6s']","['As', '7s']",,,2,2
268,Pre-Flop,0,10852,-10852,RAISE,98,"['4d', '7d']","['2d', '9s']","['5h', '5d']",,,1,1
268,Pre-Flop,1,10852,-10852,DISCARD,0,"['4d', '7d']","['2d', '9s']","['5h', '5d']",,,2,2
268,Pre-Flop,1,10852,-10852,FOLD,0,"['4d', '7d']","['2d', '3d']","['5h', '5d']",,9s,2,2
269,Pre-Flop,1,10854,-10854,DISCARD,0,"['2s', '7d']","['5s', '2d']","['9s', '9h']",,,1,1
269,Pre-Flop,1,10854,-10854,RAISE,47,"['2s', '7d']","['5s', '6d']","['9s', '9h']",,2d,1,1
269,Pre-Flop,0,10854,-10854,RAISE,51,"['2s', '7d']","['5s', '6d']","['9s', '9h']",,2d,2,2
269,Pre-Flop,1,10854,-10854,FOLD,0,"['2s', '7d']","['5s', '6d']","['9s', '9h']",,2d,49,49
270,Pre-Flop,0,10903,-10903,RAISE,98,"['5h', '9h']","['8h', '9d']","['2d', '5d']",,,1,1
270,Pre-Flop,1,10903,-10903,FOLD,0,"['5h', '9h']","['8h', '9d']","['2d', '5d']",,,2,2
271,Pre-Flop,1,10905,-10905,FOLD,0,"['9s', 'Ah']","['7h', '5h']","['7s', '8s']",,,1,1
272,Pre-Flop,0,10906,-10906,RAISE,98,"['5d', '8h']","['6h', '7s']","['As', '5h']",,,1,1
272,Pre-Flop,1,10906,-10906,DISCARD,0,"['5d', '8h']","['6h', '7s']","['As', '5h']",,,2,2
272,Pre-Flop,1,10906,-10906,CALL,0,"['5d', '8h']","['6s', '7s']","['As', '5h']",,6h,2,2
272,Flop,0,10906,-10906,CHECK,0,"['5d', '8h']","['6s', '7s']","['As', '5h', '9s']",,6h,100,100
272,Flop,1,10906,-10906,CHECK,0,"['5d', '8h']","['6s', '7s']","['As', '5h', '9s']",,6h,100,100
272,Turn,0,10906,-10906,CHECK,0,"['5d', '8h']","['6s', '7s']","['As', '5h', '9s', '3h']",,6h,100,100
272,Turn,1,10906,-10906,CHECK,0,"['5d', '8h']","['6s', '7s']","['As', '5h', '9s', '3h']",,6h,100,100
272,River,0,10906,-10906,CHECK,0,"['5d', '8h']","['6s', '7s']","['As', '5h', '9s', '3h', '3d']",,6h,100,100
272,River,1,10906,-10906,FOLD,0,"['5d', '8h']","['6s', '7s']","['As', '5h', '9s', '3h', '3d']",,6h,100,100
273,Pre-Flop,1,11006,-11006,CALL,0,"['6d', '2h']","['2s', '7h']","['3d', '5s']",,,1,1
273,Pre-Flop,0,11006,-11006,RAISE,98,"['6d', '2h']","['2s', '7h']","['3d', '5s']",,,2,2
273,Pre-Flop,1,11006,-11006,DISCARD,0,"['6d', '2h']","['2s', '7h']","['3d', '5s']",,,2,2
273,Pre-Flop,1,11006,-11006,FOLD,0,"['6d', '2h']","['6h', '7h']","['3d', '5s']",,2s,2,2
274,Pre-Flop,0,11008,-11008,RAISE,98,"['8d', '9d']","['8s', '6h']","['3s', '6s']",,,1,1
274,Pre-Flop,1,11008,-11008,DISCARD,0,"['8d', '9d']","['8s', '6h']","['3s', '6s']",,,2,2
274,Pre-Flop,1,11008,-11008,CALL,0,"['8d', '9d']","['7h', '6h']","['3s', '6s']",,8s,2,2
274,Flop,0,11008,-11008,CHECK,0,"['8d', '9d']","['7h', '6h']","['3s', '6s', '2s']",,8s,100,100
274,Flop,1,11008,-11008,CHECK,0,"['8d', '9d']","['7h', '6h']","['3s', '6s', '2s']",,8s,100,100
274,Turn,0,11008,-11008,CHECK,0,"['8d', '9d']","['7h', '6h']","['3s', '6s', '2s', '9s']",,8s,100,100
